ID,state_territory,nwr_name,pub_reserv_secondary_dept,pub_acq_other_fed_secondary_dept,ease_other_fed_department,pub_reserved_primary,pub_reserved_secondary,pub_acq_other_fed_primary,pub_acq_other_fed_secondary,pub_fws_purchase_acres,pub_fws_purchase_cost,pub_donated,ease_other_fed,ease_fws_purchase_acres, ease_fws_purchase_cost ,ease_donated,agmt_lease,total_acres
517,South Carolina,Savannah,,,,0,0,5634.88,0,9423.04,2886204.00,212.16,0,0,0.00,0,24.3,15294.38
518,South Carolina,Tybee,,E,,0,0,0,100,0,0.00,0,0,0,0.00,0,0,100
519,South Carolina,Waccamaw,,,,0,0,0,0,13239.46,20193809.00,2403.49,0,0,0.00,1.12,18901.46,34545.53
520,South Dakota,Bear Butte,,,,0,0,0,0,0,0.00,0,0,0,0.00,374.2,0,374.2
521,South Dakota,Dakota Grassland,,,,0,0,0,0,0,0.00,0,0,15597.49,11655481.00,0,0,15597.49
522,South Dakota,Dakota Tallgrass Prairie,,,,0,0,0,0,0,0.00,0,0,71291.02,18208051.00,160,0,71451.02
524,South Dakota,Karl E. Mundt,,,,0,0,0,0,0,0.00,738.82,0,0,0.00,305,0,1043.82
525,South Dakota,Lacreek,,,,0,0,6807.47,0,9539.75,944491.00,223.11,0,80,100.00,365,0,17015.33
526,South Dakota,Lake Andes,,,,0,0,320.26,0,617.64,92322.00,0,0,1.53,0.00,4700,0,5639.43
527,South Dakota,Sand Lake,,,,80,0,17449.24,0,3970.58,164922.00,0,0,0,0.00,320.37,0,21820.19
528,South Dakota,Waubay,,,,0,0,3965.92,0,683.77,23838.00,0,0,90.53,0.00,0,0,4740.22
529,Tennessee,Chickasaw,,,,0,0,0,0,21212.79,25318824.00,213.94,0,0,0.00,0,5388,26814.73
530,Tennessee,Cross Creeks,,E,,0,0,6327.77,2442,91.72,26200.00,0,0,0,0.00,0,0,8861.49
532,Tennessee,Hatchie,,,,0,0,0,0,11556.1,1862329.00,0,0,0,0.00,0,0,11556.1
533,Tennessee,Lake Isom,,,,0,0,1497.54,0,360.84,27291.00,0,0,0,0.00,0,0,1858.38
534,Tennessee,Lower Hatchie,,,,0,0,0,0,12079,18678916.00,8.26,0,0,0.00,0,0,12087.26
535,Tennessee,Reelfoot,,,,0,0,0,0,563.43,279532.00,0,0,0,0.00,0,7847.27,8410.7
536,Tennessee,Tennessee,,T,,0,0,0,50830.3,527.67,247147.00,0,0,1.49,1490.00,0,0,51359.46
537,Texas,Anahuac,,,,0,0,0,0,35059.78,15577564.00,2939.41,0,63.09,0.00,885.87,0,38948.15
538,Texas,Aransas,,,,0,0,19014.19,0,62936.97,17166817.00,8480.25,0,24893,0.00,0,0,115324.41
539,Texas,Attwater Prairie Chicken,,,,0,0,0,0,7907.5,6459530.00,2633.3,0,0,0.00,0,0,10540.8
540,Texas,Balcones Canyonlands,,,,0,0,0,0,20364.03,29828107.00,0,0,1451.83,2535000.00,3835.22,0,25651.08
541,Texas,Big Boggy,,,,0,0,0,0,4216.29,2457398.00,0,0,309.88,72462.00,0,0,4526.17
542,Texas,Brazoria,,,,0,0,0,0,45300.01,16626988.00,306.15,0,0,0.00,157.53,0,45763.69
543,Texas,Buffalo Lake,,,,0,0,7663.93,0,0,0.00,0,0.23,0,0.00,0,0,7664.16
544,Texas,Caddo Lake,,A,,0,0,7062.84,1351.16,0,0.00,0,0,0,0.00,0,0,8414
546,Texas,Grulla,,,,0,0,0,0,4.97,5000.00,0,0,0,0.00,0,0,4.97
547,Texas,Hagerman,,E,,0,0,0,11319.84,0,0.00,0,0,0,0.00,0,0,11319.84
548,Texas,Laguna Atascosa,,,,0,0,8486,0,71698.41,12661982.00,9257.84,0,0,0.00,113.1,0,89555.35
549,Texas,Little Sandy,,,,0,0,0,0,0,0.00,0,0,3802,0.00,0,0,3802
550,Texas,Lower Rio Grande Valley,,,,0,0,46.18,0,83808,77527061.00,2922.64,0,9330.99,4656533.00,1148.11,7419.11,104675.03
551,Texas,McFaddin,,,,0,0,0,0,59308.5,20956489.00,0,0,7748.88,1394170.00,0,0,67057.38
552,Texas,Moody,,,,0,0,0,0,0,0.00,0,0,3516.87,0.00,0,0,3516.87
553,Texas,Muleshoe,,,,0,0,3654.3,0,2794.8,232740.00,0,0,0,0.00,0,0,6449.1
554,Texas,Neches River,,,,0,0,0,0,7023.8,8803198.00,111.1,0,2.7,1.00,0,0,7137.6
555,Texas,San Bernard,,,,0,0,0,0,56619.82,48137222.00,6326.77,0,0,0.00,526.01,129.32,63601.92
556,Texas,Santa Ana,,,,0,0,0,0,2049.91,203516.00,37.06,0,0,0.00,0.52,0.01,2087.5
557,Texas,Texas Point,,,,0,0,0,0,8962.68,1722850.00,0,0,0,0.00,0,0,8962.68
558,Texas,Trinity River,,,,0,0,0,0,25417.87,19170807.00,3778.3,0,4.02,3858.00,0,0,29200.19
559,Utah,Bear River,,,,43442.89,0,0,0,29327.91,13349019.00,4285.43,0,45.76,500.00,0,0,77101.99
560,Utah,Bear River Watershed,,,,0,0,0,0,0,0.00,0,0,749.95,935940.00,30,0,779.95
561,Utah,Colorado River,,,,0,0,0,0,0,0.00,0,1008.1,0,0.00,0,0,1008.1
562,Utah,Fish Springs,,,,14217.42,0,0,0,3774.82,93325.00,0,0,0,0.00,0,0,17992.24
564,Utah,Ouray,,,,3111.08,0,0,0,5014.98,461084.00,0,5.82,0,0.00,0,3700.86,11832.74
566,Vermont,Missisquoi,,,,0,0,0,0,6506.98,813057.00,722.3,0,0.74,2077.00,0,10,7240.02
567,Vermont,Silvio O. Conte,,,,0,0,0,0,26804.72,7648433.00,81.86,0,0,0.00,0,0,26886.58
568,Virginia,Back Bay,,,,0,0,0,0,9173.35,25574533.00,2.36,0,0,261158.00,0,0,9175.71
569,Virginia,Chincoteague,,,,0,0,0.23,0,11579.6,8316070.00,1434.85,0,600,0.00,0,0,13614.68
570,Virginia,Eastern Shore of Virginia,,,,0,0,168.1,0,1164.77,11882001.00,97.16,5.27,0,0.00,0,7.23,1442.53
571,Virginia,Elizabeth Hartwell Mason Neck,,,,0,0,0,0,1487.72,7235360.00,0.23,0,789.06,0.00,0,0,2277.01
572,Virginia,Featherstone,,,,0,0,0,0,163.9,486800.00,161.92,0,0,0.00,0,0,325.82
573,Virginia,Fisherman Island,,,,0,0,1025,0,871.3,1600000.00,0,0,0,0.00,0,0,1896.3
575,Virginia,Great Dismal Swamp,,,,0,0,27.14,0,36201.49,18603670.00,49097.01,0,0,11150.00,0,0,85325.64
576,Virginia,James River,,,,0,0,0,0,4393.01,11206922.00,0,0,0,0.00,0,0,4393.01
577,Virginia,Mackay Island,,,,0,0,0,0,882.14,389856.00,0,0,0,0.00,0,0,882.14
578,Virginia,Martin,,,,0,0,0,0,0,0.00,145.62,0,0,0.00,0,0,145.62
579,Virginia,Nansemond,,,,0,0,422.99,0,0,0.00,0,0,0,0.00,0,0,422.99
580,Virginia,Occoquan Bay,,,,0,0,642.07,0,0,0.00,0,0,0,0.00,0,0,642.07
581,Virginia,Plum Tree Island,,,,0,0,3275.6,0,211,105500.00,15.08,0,0,0.00,0,0,3501.68
582,Virginia,Presquile,,,,0,0,0,0,0,0.00,1327.88,0,0,0.00,1.04,0,1328.92
583,Virginia,Rappahannock River Valley,,,,0,0,0,0,6325.16,19498536.00,1338.84,0,1918.4,4277034.00,0,0,9582.4
584,Virginia,Wallops Island,,,,0,0,373,0,0,0.00,0,0,0,0.00,0,0,373
585,Washington,Billy Frank Jr. Nisqually,,,,0,0,486.25,0,4818.22,16273771.00,124.19,0,156.4,480570.00,4.89,332.81,5922.76
586,Washington,Columbia,,R,,11672.47,0,0,1274.89,15340.38,466501.00,0,0,0,0.00,5.26,261,28554
587,Washington,Conboy Lake,,,,0,0,0,0,6273.41,2901410.00,80,0,718.29,400000.00,0,0,7071.7
588,Washington,Copalis,,,,60.8,0,0,0,0,0.00,0,0,0,0.00,0,0,60.8
589,Washington,Dungeness,CG,,,202.5,32.5,0,0,84.22,756300.00,128.66,0,0,0.00,321.47,3.17,772.52
590,Washington,Flattery Rocks,,,,125,0,0,0,0,0.00,0,0,0,0.00,0,0,125
591,Washington,Franz Lake,,,,0,0,0,0,550.33,1143700.00,0,0,1.4,3000.00,0,0,551.73
593,Washington,Grays Harbor,,,,0,0,0,0,1407.77,1039800.00,0,0,0,0.00,0,63.61,1471.38
594,Washington,Julia Butler Hansen,,,,0,0,0,0,2888.78,1980321.00,0,0,0,0.00,0.5,0,2889.28
595,Washington,Little Pend Oreille,,,,8790.4,0,27359.33,0,6504.33,791425.00,0,0,3.8,0.00,0,0,42657.86
596,Washington,McNary,,,,803.8,0,13322.9,0,524.06,1357435.00,13.13,0,2.5,0.00,0,0,14666.39
597,Washington,Pierce,,,,0,0,0,0,10.38,125000.00,319,0,0,0.00,0,0,329.38
598,Washington,Protection Island,,,,0,0,0,0,317.89,3624095.00,1.42,0,0,0.00,0,0,319.31
599,Washington,Quillayute Needles,,,,300.2,0,0,0,0,0.00,0,0,0,0.00,0,0,300.2
600,Washington,Ridgefield,,,,0,0,0,0,5201.37,5351600.00,24.99,0,1.27,73866.00,3.68,0,5231.31
601,Washington,Saddle Mountain,DOE,DOE,,0,440,0,161045.93,0,0.00,0,0,0,0.00,0,0,161485.93
602,Washington,San Juan Islands,,,,448.5,0,0,0,0,0.00,0,0,0,0.00,0,0,448.5
603,Washington,Steigerwald Lake,,,,0,0,632.44,0,429.74,3098000.00,51.88,0,0,0.00,0,0,1114.06
604,Washington,Toppenish,,,,0,0,0,0,1977.55,715137.00,0,0,1.29,0.00,0,0,1978.84
605,Washington,Turnbull,,,,0,0,0,0,18734.63,6889113.00,257.23,0,2.4,0.00,45.22,2075.78,21115.26
606,Washington,Umatilla,,E,,102.5,0,1465.83,13107,0,0.00,0,0,0,0.00,0,200.5,14875.83
607,Washington,Willapa,,,,2058.9,0,0,0,10767,8208327.00,1316.13,0,3121.52,0.00,5.56,0,17269.11
608,West Virginia,Canaan Valley,,,,0,0,0,0,16905.92,39711949.00,28.19,0,19,36615.00,5.47,0,16958.58
609,West Virginia,FSA Interest WV,,,,0,0,0,0,0,0.00,0,33.21,0,0.00,0,0,33.21
610,West Virginia,Ohio River Islands,,,,0,0,18.9,0,2337.27,4799662.00,307.37,0,0,10000.00,1,0,2664.54
611,Wisconsin,Fox River,,,,0,0,0,0,999.48,701833.00,0,0,0,0.00,0,0,999.48
613,Wisconsin,Gravel Island,,,,27,0,0,0,0,0.00,0,0,0,0.00,0,0,27
614,Wisconsin,Green Bay,,,,330.7,0,0,0,148.65,666000.00,0,0,0,0.00,0,0,479.35
615,Wisconsin,Hackmatack,,,,0,0,0,0,0,0.00,85.37,0,0,0.00,1.46,0,86.83
616,Wisconsin,Horicon,,,,0,0,0,0,21445.73,907988.00,5.44,0,33,357.00,0.83,0,21485
617,Wisconsin,Necedah,,,,30.18,0,43283.42,0,402.26,23194.00,0,0,0,0.00,0,0,43715.86
618,Wisconsin,Trempealeau,,,,0,0,0,0,6428.53,1511793.00,1.13,0,0,0.00,0,0,6429.66
619,Wisconsin,Upper Mississippi River,,E,,655.57,0,4.23,40341,49405.86,4557531.00,119.18,0,1,5050.00,60,1140.5,91727.34
620,Wisconsin,Whittlesey Creek,,,,0,0,0,0,253.93,915880.00,50.02,0,54.18,60000.00,0,0,358.13
621,Wyoming,Bamforth,,,,201.23,0,0,0,964.8,6368.00,0,0,0,0.00,0,0,1166.03
622,Wyoming,Cokeville Meadows,,,,0,0,0,0,6134.47,3105413.00,0,784.5,1689,106650.00,0,320,8927.97
624,Wyoming,Hutton Lake,,,,152.85,0,0,0,1815.49,7944.00,0,0,0,0.00,2,0,1970.34
625,Wyoming,Mortenson Lake,,,,0,0,0,0,2541.02,831000.00,0,0,0,0.00,0,0,2541.02
626,Wyoming,National Elk,,,,4676.53,0,0,0,15584.17,7882177.00,4516.6,0,0,329675.00,1.01,0,24778.31
627,Wyoming,Pathfinder,R,R,,2294.84,11501.57,0,3010.49,0,0.00,0,0,0,0.00,0,0,16806.9
628,Wyoming,Seedskadee,,,,10124.29,0,16079.93,0,5,173000.00,0,1026,0,0.00,0,0,27235.22
629,American Samoa,Rose Atoll,,,,0,0,1613,0,0,0.00,0,0,0,0.00,0,0,1613
630,Guam,Guam,,,,0,0,1218,0,0,0.00,0,0,0,0.00,0,22456,23674
631,Puerto Rico,Cabo Rojo,,,,0,0,587.33,0,1269.38,2999266.00,0,0,0,0.00,0,0,1856.71
632,Puerto Rico,Culebra,,,,0,0,1547.17,0,0,0.00,0,0,5.21,0.00,0,9,1561.38
633,Puerto Rico,Desecheo,,,,0,0,360,0,0,0.00,0,0,0,0.00,0,0,360
634,Puerto Rico,Laguna Cartagena,,,,0,0,262.86,0,0,0.00,0,0,0,0.00,0,772.89,1035.75
635,Puerto Rico,Vieques,,,,0,0,17770.62,0,0,0.00,0,0,0,0.00,0,0,17770.62
636,US Minor Outlying Islands Atlantic,,,,,0,0,364950,0,0,0.00,0,0,0,0.00,0,0,364950
637,US. Minor Outlying Islands Pacific,,,,,0,0,413415.89,0,0,0.00,0,0,0,0.00,0,0,413415.89
638,US. Minor Outlying Islands Pacific,Howland Island,,,,0,0,422361,0,0,0.00,0,0,0,0.00,0,0,422361
639,US. Minor Outlying Islands Pacific,Jarvis Island,,,,0,0,434697.17,0,0,0.00,0,0,0,0.00,0,0,434697.17
640,US. Minor Outlying Islands Pacific,Johnston Atoll,,AF,,0,0,566700,589,0,0.00,0,0,0,0.00,0,0,567289
641,US. Minor Outlying Islands Pacific,Kingman Reef,,,,0,0,487016,0,0,0.00,0,0,0,0.00,0,0,487016
642,US. Minor Outlying Islands Pacific,Mariana Arc of Fire,,,,0,0,46779.5,0,0,0.00,0,0,0,0.00,0,0,46779.5
643,US. Minor Outlying Islands Pacific,Mariana Trench,,,,0,0,50532102,0,0,0.00,0,0,0,0.00,0,0,50532102
644,US. Minor Outlying Islands Pacific,Midway Atoll,,,,0,0,580740,0,0,0.00,0,0,0,0.00,0,0,580740
645,US. Minor Outlying Islands Pacific,Palmyra Atoll,,,,0,0,506400.5,0,443.95,9500000.00,0,26037,0,0.00,228.66,0,533110.11
646,US. Minor Outlying Islands Pacific,Wake Atoll,,,,0,0,497750,0,0,0.00,0,0,0,0.00,0,0,497750
647,Virgin Islands,,,,,46.07,0,0,0,0,0.00,0,0,0,0.00,0,0,46.07
648,Virgin Islands,Green Cay,,,,0,0,0,0,13.77,250000.00,0,0,0,0.00,0,0,13.77
649,Virgin Islands,Sandy Point,,,,0,0,0,0,530.31,3534370.00,0,0,0,0.00,0,0,530.31
